snapshot_id,name,created_at,slot_id,n_agents,repeat_count,model_provider,model_name,support,oppose,neutral,support_mean,support_stddev,oppose_mean,oppose_stddev,neutral_mean,neutral_stddev,row_type,run_index,agent_id,age,age_group,gender,province,district,region,region_group,job,occupation,family_type,model,status,axis,category,label,stance,rationale,blind_spot,blind_spot_reason,grounding,affected_group,expected_complaint,reframing,age_band,occupation_stratum,household_stratum,housing_stratum,education_stratum,field_stratum,classification_source,presence,blind_spot_headcount,category_population,agent_ids,text,message,content,raw_output,policy,json_payload
current,국민연금,2026-06-04T05:36:07.984Z,A,30,1,openai,gpt-5-mini,23,6,1,,,,,,,sampling_plan_cell,,,,40s,male,,,,honam,,,,,,,40s/honam/male,,,,,,,,,,,,,,,,,,2,,,,,,,,"{""age_group"":""40s"",""region_group"":""honam"",""gender"":""male"",""sampled"":2,""proportion"":0.06666666666666667}"
current,국민연금,2026-06-04T05:36:07.984Z,A,30,1,openai,gpt-5-mini,23,6,1,,,,,,,sampling_plan_cell,,,,50s,female,,,,capital,,,,,,,50s/capital/female,,,,,,,,,,,,,,,,,,3,,,,,,,,"{""age_group"":""50s"",""region_group"":""capital"",""gender"":""female"",""sampled"":3,""proportion"":0.1}"
current,국민연금,2026-06-04T05:36:07.984Z,A,30,1,openai,gpt-5-mini,23,6,1,,,,,,,sampling_plan_cell,,,,50s,female,,,,yeongnam,,,,,,,50s/yeongnam/female,,,,,,,,,,,,,,,,,,2,,,,,,,,"{""age_group"":""50s"",""region_group"":""yeongnam"",""gender"":""female"",""sampled"":2,""proportion"":0.06666666666666667}"
current,국민연금,2026-06-04T05:36:07.984Z,A,30,1,openai,gpt-5-mini,23,6,1,,,,,,,sampling_plan_cell,,,,60s,female,,,,capital,,,,,,,60s/capital/female,,,,,,,,,,,,,,,,,,2,,,,,,,,"{""age_group"":""60s"",""region_group"":""capital"",""gender"":""female"",""sampled"":2,""proportion"":0.06666666666666667}"
current,국민연금,2026-06-04T05:36:07.984Z,A,30,1,openai,gpt-5-mini,23,6,1,,,,,,,sampling_plan_cell,,,,60s,male,,,,capital,,,,,,,60s/capital/male,,,,,,,,,,,,,,,,,,1,,,,,,,,"{""age_group"":""60s"",""region_group"":""capital"",""gender"":""male"",""sampled"":1,""proportion"":0.03333333333333333}"
current,국민연금,2026-06-04T05:36:07.984Z,A,30,1,openai,gpt-5-mini,23,6,1,,,,,,,sampling_plan_cell,,,,60s,female,,,,honam,,,,,,,60s/honam/female,,,,,,,,,,,,,,,,,,3,,,,,,,,"{""age_group"":""60s"",""region_group"":""honam"",""gender"":""female"",""sampled"":3,""proportion"":0.1}"
current,국민연금,2026-06-04T05:36:07.984Z,A,30,1,openai,gpt-5-mini,23,6,1,,,,,,,sampling_plan_cell,,,,60s,female,,,,yeongnam,,,,,,,60s/yeongnam/female,,,,,,,,,,,,,,,,,,2,,,,,,,,"{""age_group"":""60s"",""region_group"":""yeongnam"",""gender"":""female"",""sampled"":2,""proportion"":0.06666666666666667}"
current,국민연금,2026-06-04T05:36:07.984Z,A,30,1,openai,gpt-5-mini,23,6,1,,,,,,,sampling_plan_cell,,,,70_plus,female,,,,capital,,,,,,,70_plus/capital/female,,,,,,,,,,,,,,,,,,1,,,,,,,,"{""age_group"":""70_plus"",""region_group"":""capital"",""gender"":""female"",""sampled"":1,""proportion"":0.03333333333333333}"
current,국민연금,2026-06-04T05:36:07.984Z,A,30,1,openai,gpt-5-mini,23,6,1,,,,,,,sampling_plan_cell,,,,70_plus,male,,,,chungcheong,,,,,,,70_plus/chungcheong/male,,,,,,,,,,,,,,,,,,1,,,,,,,,"{""age_group"":""70_plus"",""region_group"":""chungcheong"",""gender"":""male"",""sampled"":1,""proportion"":0.03333333333333333}"
current,국민연금,2026-06-04T05:36:07.984Z,A,30,1,openai,gpt-5-mini,23,6,1,,,,,,,sampling_plan_cell,,,,70_plus,female,,,,honam,,,,,,,70_plus/honam/female,,,,,,,,,,,,,,,,,,1,,,,,,,,"{""age_group"":""70_plus"",""region_group"":""honam"",""gender"":""female"",""sampled"":1,""proportion"":0.03333333333333333}"
current,국민연금,2026-06-04T05:36:07.984Z,A,30,1,openai,gpt-5-mini,23,6,1,,,,,,,sampled_agent,,0,53,50s,female,인천,인천-연수구,인천-연수구,capital,무직,,배우자·자녀와 거주,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""agent_id"":0,""age"":53,""gender"":""female"",""province"":""인천"",""district"":""인천-연수구"",""region"":""인천-연수구"",""job"":""무직"",""family_type"":""배우자·자녀와 거주"",""age_group"":""50s"",""region_group"":""capital""}"
current,국민연금,2026-06-04T05:36:07.984Z,A,30,1,openai,gpt-5-mini,23,6,1,,,,,,,sampled_agent,,1,94,70_plus,female,경기,경기-군포시,경기-군포시,capital,무직,,혼자 거주,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""agent_id"":1,""age"":94,""gender"":""female"",""province"":""경기"",""district"":""경기-군포시"",""region"":""경기-군포시"",""job"":""무직"",""family_type"":""혼자 거주"",""age_group"":""70_plus"",""region_group"":""capital""}"
current,국민연금,2026-06-04T05:36:07.984Z,A,30,1,openai,gpt-5-mini,23,6,1,,,,,,,sampled_agent,,2,72,70_plus,male,충청남,충청남-천안시 동남구,충청남-천안시 동남구,chungcheong,무직,,혼자 거주,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""agent_id"":2,""age"":72,""gender"":""male"",""province"":""충청남"",""district"":""충청남-천안시 동남구"",""region"":""충청남-천안시 동남구"",""job"":""무직"",""family_type"":""혼자 거주"",""age_group"":""70_plus"",""region_group"":""chungcheong""}"
current,국민연금,2026-06-04T05:36:07.984Z,A,30,1,openai,gpt-5-mini,23,6,1,,,,,,,sampled_agent,,3,65,60s,female,전라남,전라남-여수시,전라남-여수시,honam,시설 경비원,,배우자와 거주,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""agent_id"":3,""age"":65,""gender"":""female"",""province"":""전라남"",""district"":""전라남-여수시"",""region"":""전라남-여수시"",""job"":""시설 경비원"",""family_type"":""배우자와 거주"",""age_group"":""60s"",""region_group"":""honam""}"
current,국민연금,2026-06-04T05:36:07.984Z,A,30,1,openai,gpt-5-mini,23,6,1,,,,,,,sampled_agent,,4,32,30s,female,부산,부산-사하구,부산-사하구,yeongnam,사무 보조원,,혼자 거주,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""agent_id"":4,""age"":32,""gender"":""female"",""province"":""부산"",""district"":""부산-사하구"",""region"":""부산-사하구"",""job"":""사무 보조원"",""family_type"":""혼자 거주"",""age_group"":""30s"",""region_group"":""yeongnam""}"
current,국민연금,2026-06-04T05:36:07.984Z,A,30,1,openai,gpt-5-mini,23,6,1,,,,,,,sampled_agent,,5,59,50s,female,울산,울산-울주군,울산-울주군,yeongnam,소규모 상점 경영자,,배우자·자녀·어머니와 거주,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""agent_id"":5,""age"":59,""gender"":""female"",""province"":""울산"",""district"":""울산-울주군"",""region"":""울산-울주군"",""job"":""소규모 상점 경영자"",""family_type"":""배우자·자녀·어머니와 거주"",""age_group"":""50s"",""region_group"":""yeongnam""}"
current,국민연금,2026-06-04T05:36:07.984Z,A,30,1,openai,gpt-5-mini,23,6,1,,,,,,,sampled_agent,,6,42,40s,male,서울,서울-도봉구,서울-도봉구,capital,"전직 전화 상담원, 현재 구직중",,배우자와 거주,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""agent_id"":6,""age"":42,""gender"":""male"",""province"":""서울"",""district"":""서울-도봉구"",""region"":""서울-도봉구"",""job"":""전직 전화 상담원, 현재 구직중"",""family_type"":""배우자와 거주"",""age_group"":""40s"",""region_group"":""capital""}"
current,국민연금,2026-06-04T05:36:07.984Z,A,30,1,openai,gpt-5-mini,23,6,1,,,,,,,sampled_agent,,7,31,30s,male,경기,경기-안양시 동안구,경기-안양시 동안구,capital,영업 관련 관리자,,어머니와 동거,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""agent_id"":7,""age"":31,""gender"":""male"",""province"":""경기"",""district"":""경기-안양시 동안구"",""region"":""경기-안양시 동안구"",""job"":""영업 관련 관리자"",""family_type"":""어머니와 동거"",""age_group"":""30s"",""region_group"":""capital""}"
current,국민연금,2026-06-04T05:36:07.984Z,A,30,1,openai,gpt-5-mini,23,6,1,,,,,,,sampled_agent,,8,39,30s,female,경상남,경상남-창녕군,경상남-창녕군,yeongnam,무직,,배우자·자녀와 거주,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""agent_id"":8,""age"":39,""gender"":""female"",""province"":""경상남"",""district"":""경상남-창녕군"",""region"":""경상남-창녕군"",""job"":""무직"",""family_type"":""배우자·자녀와 거주"",""age_group"":""30s"",""region_group"":""yeongnam""}"
current,국민연금,2026-06-04T05:36:07.984Z,A,30,1,openai,gpt-5-mini,23,6,1,,,,,,,sampled_agent,,9,65,60s,female,경상북,경상북-경주시,경상북-경주시,yeongnam,주방 보조원,,배우자와 거주,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""agent_id"":9,""age"":65,""gender"":""female"",""province"":""경상북"",""district"":""경상북-경주시"",""region"":""경상북-경주시"",""job"":""주방 보조원"",""family_type"":""배우자와 거주"",""age_group"":""60s"",""region_group"":""yeongnam""}"
current,국민연금,2026-06-04T05:36:07.984Z,A,30,1,openai,gpt-5-mini,23,6,1,,,,,,,sampled_agent,,10,55,50s,female,인천,인천-남동구,인천-남동구,capital,시계 및 카메라 수리원,,기타2세대,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""agent_id"":10,""age"":55,""gender"":""female"",""province"":""인천"",""district"":""인천-남동구"",""region"":""인천-남동구"",""job"":""시계 및 카메라 수리원"",""family_type"":""기타2세대"",""age_group"":""50s"",""region_group"":""capital""}"
current,국민연금,2026-06-04T05:36:07.984Z,A,30,1,openai,gpt-5-mini,23,6,1,,,,,,,sampled_agent,,11,63,60s,female,인천,인천-서구,인천-서구,capital,무직,,배우자와 거주,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""agent_id"":11,""age"":63,""gender"":""female"",""province"":""인천"",""district"":""인천-서구"",""region"":""인천-서구"",""job"":""무직"",""family_type"":""배우자와 거주"",""age_group"":""60s"",""region_group"":""capital""}"
current,국민연금,2026-06-04T05:36:07.984Z,A,30,1,openai,gpt-5-mini,23,6,1,,,,,,,sampled_agent,,12,46,40s,male,광주,광주-북구,광주-북구,honam,측량 및 지리 정보 기술자,,어머니와 동거,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""agent_id"":12,""age"":46,""gender"":""male"",""province"":""광주"",""district"":""광주-북구"",""region"":""광주-북구"",""job"":""측량 및 지리 정보 기술자"",""family_type"":""어머니와 동거"",""age_group"":""40s"",""region_group"":""honam""}"
current,국민연금,2026-06-04T05:36:07.984Z,A,30,1,openai,gpt-5-mini,23,6,1,,,,,,,sampled_agent,,13,60,60s,female,서울,서울-송파구,서울-송파구,capital,무직,,배우자와 거주,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""agent_id"":13,""age"":60,""gender"":""female"",""province"":""서울"",""district"":""서울-송파구"",""region"":""서울-송파구"",""job"":""무직"",""family_type"":""배우자와 거주"",""age_group"":""60s"",""region_group"":""capital""}"
current,국민연금,2026-06-04T05:36:07.984Z,A,30,1,openai,gpt-5-mini,23,6,1,,,,,,,sampled_agent,,14,45,40s,male,경기,경기-수원시 장안구,경기-수원시 장안구,capital,크레인 운전원,,배우자와 거주,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""agent_id"":14,""age"":45,""gender"":""male"",""province"":""경기"",""district"":""경기-수원시 장안구"",""region"":""경기-수원시 장안구"",""job"":""크레인 운전원"",""family_type"":""배우자와 거주"",""age_group"":""40s"",""region_group"":""capital""}"
current,국민연금,2026-06-04T05:36:07.984Z,A,30,1,openai,gpt-5-mini,23,6,1,,,,,,,sampled_agent,,15,47,40s,female,경기,경기-안산시 단원구,경기-안산시 단원구,capital,화장품 판매원,,혼자 거주,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""agent_id"":15,""age"":47,""gender"":""female"",""province"":""경기"",""district"":""경기-안산시 단원구"",""region"":""경기-안산시 단원구"",""job"":""화장품 판매원"",""family_type"":""혼자 거주"",""age_group"":""40s"",""region_group"":""capital""}"
current,국민연금,2026-06-04T05:36:07.984Z,A,30,1,openai,gpt-5-mini,23,6,1,,,,,,,sampled_agent,,16,51,50s,female,경기,경기-평택시,경기-평택시,capital,이동전화기 수리원,,기타2세대,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""agent_id"":16,""age"":51,""gender"":""female"",""province"":""경기"",""district"":""경기-평택시"",""region"":""경기-평택시"",""job"":""이동전화기 수리원"",""family_type"":""기타2세대"",""age_group"":""50s"",""region_group"":""capital""}"
current,국민연금,2026-06-04T05:36:07.984Z,A,30,1,openai,gpt-5-mini,23,6,1,,,,,,,sampled_agent,,17,58,50s,female,경상북,경상북-칠곡군,경상북-칠곡군,yeongnam,시설 경비원,,배우자와 거주,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""agent_id"":17,""age"":58,""gender"":""female"",""province"":""경상북"",""district"":""경상북-칠곡군"",""region"":""경상북-칠곡군"",""job"":""시설 경비원"",""family_type"":""배우자와 거주"",""age_group"":""50s"",""region_group"":""yeongnam""}"
current,국민연금,2026-06-04T05:36:07.984Z,A,30,1,openai,gpt-5-mini,23,6,1,,,,,,,sampled_agent,,18,70,70_plus,female,광주,광주-북구,광주-북구,honam,무직,,배우자와 거주,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""agent_id"":18,""age"":70,""gender"":""female"",""province"":""광주"",""district"":""광주-북구"",""region"":""광주-북구"",""job"":""무직"",""family_type"":""배우자와 거주"",""age_group"":""70_plus"",""region_group"":""honam""}"
current,국민연금,2026-06-04T05:36:07.984Z,A,30,1,openai,gpt-5-mini,23,6,1,,,,,,,sampled_agent,,19,60,60s,female,부산,부산-연제구,부산-연제구,yeongnam,무직,,자녀와 거주 (한부모),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""agent_id"":19,""age"":60,""gender"":""female"",""province"":""부산"",""district"":""부산-연제구"",""region"":""부산-연제구"",""job"":""무직"",""family_type"":""자녀와 거주 (한부모)"",""age_group"":""60s"",""region_group"":""yeongnam""}"
current,국민연금,2026-06-04T05:36:07.984Z,A,30,1,openai,gpt-5-mini,23,6,1,,,,,,,sampled_agent,,20,31,30s,male,대전,대전-서구,대전-서구,chungcheong,중식 조리사,,아버지와 동거,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""agent_id"":20,""age"":31,""gender"":""male"",""province"":""대전"",""district"":""대전-서구"",""region"":""대전-서구"",""job"":""중식 조리사"",""family_type"":""아버지와 동거"",""age_group"":""30s"",""region_group"":""chungcheong""}"
current,국민연금,2026-06-04T05:36:07.984Z,A,30,1,openai,gpt-5-mini,23,6,1,,,,,,,sampled_agent,,21,47,40s,male,서울,서울-송파구,서울-송파구,capital,냉난방·공조공학 기술자 및 연구원,,혼자 거주,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""agent_id"":21,""age"":47,""gender"":""male"",""province"":""서울"",""district"":""서울-송파구"",""region"":""서울-송파구"",""job"":""냉난방·공조공학 기술자 및 연구원"",""family_type"":""혼자 거주"",""age_group"":""40s"",""region_group"":""capital""}"
current,국민연금,2026-06-04T05:36:07.984Z,A,30,1,openai,gpt-5-mini,23,6,1,,,,,,,sampled_agent,,22,39,30s,male,충청남,충청남-아산시,충청남-아산시,chungcheong,공공행정 전문가,,배우자와 거주,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""agent_id"":22,""age"":39,""gender"":""male"",""province"":""충청남"",""district"":""충청남-아산시"",""region"":""충청남-아산시"",""job"":""공공행정 전문가"",""family_type"":""배우자와 거주"",""age_group"":""30s"",""region_group"":""chungcheong""}"
current,국민연금,2026-06-04T05:36:07.984Z,A,30,1,openai,gpt-5-mini,23,6,1,,,,,,,sampled_agent,,23,39,30s,female,경기,경기-안산시 단원구,경기-안산시 단원구,capital,투자 권유 대행인,,부모와 동거,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""agent_id"":23,""age"":39,""gender"":""female"",""province"":""경기"",""district"":""경기-안산시 단원구"",""region"":""경기-안산시 단원구"",""job"":""투자 권유 대행인"",""family_type"":""부모와 동거"",""age_group"":""30s"",""region_group"":""capital""}"
current,국민연금,2026-06-04T05:36:07.984Z,A,30,1,openai,gpt-5-mini,23,6,1,,,,,,,sampled_agent,,24,47,40s,male,광주,광주-광산구,광주-광산구,honam,정보 시스템 운영자,,배우자·자녀와 거주,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""agent_id"":24,""age"":47,""gender"":""male"",""province"":""광주"",""district"":""광주-광산구"",""region"":""광주-광산구"",""job"":""정보 시스템 운영자"",""family_type"":""배우자·자녀와 거주"",""age_group"":""40s"",""region_group"":""honam""}"
current,국민연금,2026-06-04T05:36:07.984Z,A,30,1,openai,gpt-5-mini,23,6,1,,,,,,,sampled_agent,,25,30,30s,female,경기,경기-성남시 중원구,경기-성남시 중원구,capital,범용 소프트웨어 프로그래머,,부모와 동거,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""agent_id"":25,""age"":30,""gender"":""female"",""province"":""경기"",""district"":""경기-성남시 중원구"",""region"":""경기-성남시 중원구"",""job"":""범용 소프트웨어 프로그래머"",""family_type"":""부모와 동거"",""age_group"":""30s"",""region_group"":""capital""}"
current,국민연금,2026-06-04T05:36:07.984Z,A,30,1,openai,gpt-5-mini,23,6,1,,,,,,,sampled_agent,,26,33,30s,female,충청북,충청북-청주시 상당구,충청북-청주시 상당구,chungcheong,그 외 산업 안전 및 위험 관리원,,배우자·자녀와 거주,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""agent_id"":26,""age"":33,""gender"":""female"",""province"":""충청북"",""district"":""충청북-청주시 상당구"",""region"":""충청북-청주시 상당구"",""job"":""그 외 산업 안전 및 위험 관리원"",""family_type"":""배우자·자녀와 거주"",""age_group"":""30s"",""region_group"":""chungcheong""}"
current,국민연금,2026-06-04T05:36:07.984Z,A,30,1,openai,gpt-5-mini,23,6,1,,,,,,,sampled_agent,,27,60,60s,male,경기,경기-파주시,경기-파주시,capital,무직,,비친족 동거,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""agent_id"":27,""age"":60,""gender"":""male"",""province"":""경기"",""district"":""경기-파주시"",""region"":""경기-파주시"",""job"":""무직"",""family_type"":""비친족 동거"",""age_group"":""60s"",""region_group"":""capital""}"
current,국민연금,2026-06-04T05:36:07.984Z,A,30,1,openai,gpt-5-mini,23,6,1,,,,,,,sampled_agent,,28,65,60s,female,광주,광주-광산구,광주-광산구,honam,건물 청소원,,배우자와 거주,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""agent_id"":28,""age"":65,""gender"":""female"",""province"":""광주"",""district"":""광주-광산구"",""region"":""광주-광산구"",""job"":""건물 청소원"",""family_type"":""배우자와 거주"",""age_group"":""60s"",""region_group"":""honam""}"
current,국민연금,2026-06-04T05:36:07.984Z,A,30,1,openai,gpt-5-mini,23,6,1,,,,,,,sampled_agent,,29,66,60s,female,전라남,전라남-목포시,전라남-목포시,honam,해외 영업원,,배우자와 거주,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""agent_id"":29,""age"":66,""gender"":""female"",""province"":""전라남"",""district"":""전라남-목포시"",""region"":""전라남-목포시"",""job"":""해외 영업원"",""family_type"":""배우자와 거주"",""age_group"":""60s"",""region_group"":""honam""}"
